PK_RamoAtividade;cd_ramo_atividade;de_ramo_atividade;Ramo_de_Atividade;divisoes;Divisao_2digitos_Cnae
31291;4930201;PROMOCAO DE VENDAS;Transporte;TRANSPORTE TERRESTRE;49
31326;4929901;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;Transporte;TRANSPORTE TERRESTRE;49
31938;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;Transporte;TRANSPORTE TERRESTRE;49
31450;4930202;EXTRACAO DE MINERIO DE METAIS PRECIOSOS;Transporte;TRANSPORTE TERRESTRE;49
31899;4930202;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;Transporte;TRANSPORTE TERRESTRE;49
31854;4929901;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;Transporte;TRANSPORTE TERRESTRE;49
31294;4929901;ATIVIDADES DE CONTABILIDADE;Transporte;TRANSPORTE TERRESTRE;49
31935;4930203;TRANSPORTE ESCOLAR;Transporte;TRANSPORTE TERRESTRE;49
32031;4924800;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;Transporte;TRANSPORTE TERRESTRE;49
33035;5612100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;;ALIMENTAÇÃO;56
31907;4930202;COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO;Transporte;TRANSPORTE TERRESTRE;49
5678;1099699;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
31416;4929999;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Transporte;TRANSPORTE TERRESTRE;49
32660;5611201;TABACARIA;;ALIMENTAÇÃO;56
33179;5620104;FABRICACAO DE MASSAS ALIMENTICIAS;;ALIMENTAÇÃO;56
33107;5611201;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;;ALIMENTAÇÃO;56
31405;4922102;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Transporte;TRANSPORTE TERRESTRE;49
31716;4930202;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;Transporte;TRANSPORTE TERRESTRE;49
5647;1031700;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
32871;5620102;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;;ALIMENTAÇÃO;56
32903;5620102;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;;ALIMENTAÇÃO;56
33070;5611203;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;;ALIMENTAÇÃO;56
32524;5611203;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;;ALIMENTAÇÃO;56
32530;5620104;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;;ALIMENTAÇÃO;56
33097;5611201;PROMOCAO DE VENDAS;;ALIMENTAÇÃO;56
32049;4921301;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, MUNICIPAL;Transporte;TRANSPORTE TERRESTRE;49
32808;5611202;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;;ALIMENTAÇÃO;56
32875;5611202;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;;ALIMENTAÇÃO;56
32827;5612100;PROMOCAO DE VENDAS;;ALIMENTAÇÃO;56
32520;5611203;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;;ALIMENTAÇÃO;56
33091;5611203;COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM;;ALIMENTAÇÃO;56
32521;5611201;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;;ALIMENTAÇÃO;56
5649;1031700;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33271;5611203;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;;ALIMENTAÇÃO;56
32817;5612100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;;ALIMENTAÇÃO;56
32907;5612100;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;;ALIMENTAÇÃO;56
33072;5611203;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;;ALIMENTAÇÃO;56
32977;5620104;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;;ALIMENTAÇÃO;56
32886;5620101;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;;ALIMENTAÇÃO;56
32906;5612100;OBRAS DE ALVENARIA;;ALIMENTAÇÃO;56
32929;5611201;FABRICACAO DE MASSAS ALIMENTICIAS;;ALIMENTAÇÃO;56
31310;4930204;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;Transporte;TRANSPORTE TERRESTRE;49
33262;5611203;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;;ALIMENTAÇÃO;56
33270;5612100;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;;ALIMENTAÇÃO;56
31356;4921302;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;Transporte;TRANSPORTE TERRESTRE;49
33306;5611203;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS;;ALIMENTAÇÃO;56
5581;1053800;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
31514;4929901;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;Transporte;TRANSPORTE TERRESTRE;49
33314;5620104;CASAS DE FESTAS E EVENTOS;;ALIMENTAÇÃO;56
31753;4930202;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;Transporte;TRANSPORTE TERRESTRE;49
32299;6319400;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63
32409;6319400;PROVEDORES DE ACESSO AS REDES DE COMUNICACOES;;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63
33325;5620102;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;ALIMENTAÇÃO;56
5698;1053800;COMERCIO ATACADISTA DE SORVETES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33351;5620104;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, MUNICIPAL;;ALIMENTAÇÃO;56
33357;5611203;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;;ALIMENTAÇÃO;56
5704;1053800;COMERCIO ATACADISTA DE LEITE E LATICINIOS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5705;1093702;FABRICACAO DE FRUTAS CRISTALIZADAS, BALAS E SEMELHANTES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5697;1033302;SERVICOS AMBULANTES DE ALIMENTACAO;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5706;1091102;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
32099;4921301;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA;Transporte;TRANSPORTE TERRESTRE;49
32098;4924800;OBRAS DE ALVENARIA;Transporte;TRANSPORTE TERRESTRE;49
31516;4924800;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;Transporte;TRANSPORTE TERRESTRE;49
31538;4930201;TRANSPORTE ESCOLAR;Transporte;TRANSPORTE TERRESTRE;49
33416;5611201;COMERCIO VAREJISTA DE OBJETOS DE ARTE;;ALIMENTAÇÃO;56
31760;4930202;FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA;Transporte;TRANSPORTE TERRESTRE;49
33312;5620104;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;ALIMENTAÇÃO;56
31768;4930202;COMERCIO ATACADISTA DE CARNES BOVINAS E SUINAS E DERIVADOS;Transporte;TRANSPORTE TERRESTRE;49
32296;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63
33426;5611202;COMERCIO VAREJISTA DE CALCADOS;;ALIMENTAÇÃO;56
32298;6399200;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63
33310;5611201;INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO;;ALIMENTAÇÃO;56
31540;4930202;SERVICO DE TAXI;Transporte;TRANSPORTE TERRESTRE;49
33414;5611203;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;;ALIMENTAÇÃO;56
31534;4924800;SERVICO DE TAXI;Transporte;TRANSPORTE TERRESTRE;49
33415;5611202;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA;;ALIMENTAÇÃO;56
5570;1091102;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5591;1091102;COMERCIO VAREJISTA DE CARNES  ACOUGUES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33373;5611203;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;;ALIMENTAÇÃO;56
33311;5620101;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;;ALIMENTAÇÃO;56
5689;1091102;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
32294;6319400;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63
33320;5620102;CASAS DE FESTAS E EVENTOS;;ALIMENTAÇÃO;56
31771;4929901;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;Transporte;TRANSPORTE TERRESTRE;49
33447;5620104;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;;ALIMENTAÇÃO;56
32415;6319400;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63
32675;5611202;EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES;;ALIMENTAÇÃO;56
31414;4924800;OUTROS TRANSPORTES RODOVIARIOS DE PASSAGEIROS NAO ESPECIFICADOS ANTERIORMENTE;Transporte;TRANSPORTE TERRESTRE;49
32730;5611203;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS;;ALIMENTAÇÃO;56
5633;1099699;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5711;1051100;PREPARACAO DO LEITE;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5716;1094500;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33476;5620101;PEIXARIA;;ALIMENTAÇÃO;56
32687;5611201;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;;ALIMENTAÇÃO;56
33608;8599604;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;Serviços de Educação;EDUCAÇÃO;85
33629;8591100;ATIVIDADES DE CONDICIONAMENTO FISICO;Serviços de Educação;EDUCAÇÃO;85
32463;5612100;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;;ALIMENTAÇÃO;56
32054;4930204;CARGA E DESCARGA;Transporte;TRANSPORTE TERRESTRE;49
33388;5611203;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;;ALIMENTAÇÃO;56
5644;1096100;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
32945;5611202;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;;ALIMENTAÇÃO;56
32960;5611202;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;;ALIMENTAÇÃO;56
32678;5620104;FABRICACAO DE ALIMENTOS E PRATOS PRONTOS;;ALIMENTAÇÃO;56
32742;5611202;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;;ALIMENTAÇÃO;56
32799;5611202;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;;ALIMENTAÇÃO;56
33609;8599604;EDUCACAO PROFISSIONAL DE NIVEL TECNICO;Serviços de Educação;EDUCAÇÃO;85
32728;5620103;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;;ALIMENTAÇÃO;56
31406;4923002;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Transporte;TRANSPORTE TERRESTRE;49
5723;1092900;FABRICACAO DE BISCOITOS E BOLACHAS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5724;1011201;COMERCIO ATACADISTA DE CARNES E DERIVADOS DE OUTROS ANIMAIS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5702;1011201;COMERCIO ATACADISTA DE AVES ABATIDAS E DERIVADOS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33626;8550302;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;Serviços de Educação;EDUCAÇÃO;85
33348;5612100;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, MUNICIPAL;;ALIMENTAÇÃO;56
33354;5620102;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;;ALIMENTAÇÃO;56
5707;1011201;COMERCIO VAREJISTA DE CARNES  ACOUGUES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33633;8591100;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;Serviços de Educação;EDUCAÇÃO;85
33450;5611202;COMERCIO VAREJISTA DE OBJETOS DE ARTE;;ALIMENTAÇÃO;56
33637;8513900;ENSINO FUNDAMENTAL;Serviços de Educação;EDUCAÇÃO;85
5718;1011201;COMERCIO ATACADISTA DE CARNES BOVINAS E SUINAS E DERIVADOS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5703;1011201;FRIGORIFICO  ABATE DE BOVINOS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33460;5611201;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;;ALIMENTAÇÃO;56
33358;5611203;EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES;;ALIMENTAÇÃO;56
33625;8550302;ADMINISTRACAO DE CAIXAS ESCOLARES;Serviços de Educação;EDUCAÇÃO;85
33374;5611201;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;;ALIMENTAÇÃO;56
33630;8592901;ENSINO DE DANCA;Serviços de Educação;EDUCAÇÃO;85
33459;5611201;OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;;ALIMENTAÇÃO;56
33350;5620104;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;;ALIMENTAÇÃO;56
33349;5612100;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;;ALIMENTAÇÃO;56
33638;8592901;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;Serviços de Educação;EDUCAÇÃO;85
33361;5620104;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;;ALIMENTAÇÃO;56
33639;8541400;EDUCACAO PROFISSIONAL DE NIVEL TECNICO;Serviços de Educação;EDUCAÇÃO;85
32700;5612100;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;;ALIMENTAÇÃO;56
33645;8512100;ENSINO DE MUSICA;Serviços de Educação;EDUCAÇÃO;85
31344;4922102;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA;Transporte;TRANSPORTE TERRESTRE;49
33650;8599604;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;Serviços de Educação;EDUCAÇÃO;85
33658;8511200;EDUCACAO INFANTIL  PREESCOLA;Serviços de Educação;EDUCAÇÃO;85
5730;1091102;FABRICACAO DE OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33663;8592999;PRODUCAO MUSICAL;Serviços de Educação;EDUCAÇÃO;85
32485;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;;ALIMENTAÇÃO;56
33641;8591100;ENSINO DE ESPORTES;Serviços de Educação;EDUCAÇÃO;85
33667;8599604;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;Serviços de Educação;EDUCAÇÃO;85
33671;8592999;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;Serviços de Educação;EDUCAÇÃO;85
33675;8592999;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;Serviços de Educação;EDUCAÇÃO;85
5672;1091101;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5683;1091101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33212;5611201;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;;ALIMENTAÇÃO;56
33177;5612100;ATIVIDADES DE CONDICIONAMENTO FISICO;;ALIMENTAÇÃO;56
32667;5620103;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS;;ALIMENTAÇÃO;56
5739;1012101;PEIXARIA;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33692;8599699;CABELEIREIROS, MANICURE E PEDICURE;Serviços de Educação;EDUCAÇÃO;85
33703;8599699;PROMOCAO DE VENDAS;Serviços de Educação;EDUCAÇÃO;85
5729;1032501;FABRICACAO DE OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33691;8599699;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;Serviços de Educação;EDUCAÇÃO;85
33684;8593700;ENSINO DE IDIOMAS;Serviços de Educação;EDUCAÇÃO;85
33662;8512100;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;Serviços de Educação;EDUCAÇÃO;85
33705;8599699;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;Serviços de Educação;EDUCAÇÃO;85
32570;5620104;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;;ALIMENTAÇÃO;56
5737;1091102;FABRICACAO DE CONSERVAS DE PALMITO;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
32492;5611201;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;;ALIMENTAÇÃO;56
33714;8599603;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;Serviços de Educação;EDUCAÇÃO;85
33718;8592903;ATIVIDADES DE CONDICIONAMENTO FISICO;Serviços de Educação;EDUCAÇÃO;85
33724;8599604;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;Serviços de Educação;EDUCAÇÃO;85
31671;4930201;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS;Transporte;TRANSPORTE TERRESTRE;49
33734;8513900;EDUCACAO INFANTIL  PREESCOLA;Serviços de Educação;EDUCAÇÃO;85
33665;8599603;IMPRESSAO DE MATERIAL PARA OUTROS USOS;Serviços de Educação;EDUCAÇÃO;85
33757;8541400;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;Serviços de Educação;EDUCAÇÃO;85
33711;8599603;AGENCIAS DE VIAGENS;Serviços de Educação;EDUCAÇÃO;85
33685;8599604;MARKETING DIRETO;Serviços de Educação;EDUCAÇÃO;85
33723;8599699;ATIVIDADES DE PRATICAS INTEGRATIVAS E COMPLEMENTARES EM SAUDE HUMANA;Serviços de Educação;EDUCAÇÃO;85
33706;8520100;ENSINO MEDIO;Serviços de Educação;EDUCAÇÃO;85
33649;8599604;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;Serviços de Educação;EDUCAÇÃO;85
33717;8599604;ATIVIDADES DE CONSULTORIA E AUDITORIA CONTABIL E TRIBUTARIA;Serviços de Educação;EDUCAÇÃO;85
33759;8599604;ATIVIDADES DE APOIO A GESTAO DE SAUDE;Serviços de Educação;EDUCAÇÃO;85
5744;1020101;ABATE DE AVES;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5743;1012101;PRESERVACAO DE PEIXES, CRUSTACEOS E MOLUSCOS;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
33193;5611201;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;;ALIMENTAÇÃO;56
31417;4929904;AGENCIAS DE VIAGENS;Transporte;TRANSPORTE TERRESTRE;49
33761;8541400;ATIVIDADES DE FONOAUDIOLOGIA;Serviços de Educação;EDUCAÇÃO;85
32587;5612100;COMERCIO VAREJISTA DE MATERIAL ELETRICO;;ALIMENTAÇÃO;56
5749;1099699;FABRICACAO DE CONSERVAS DE PALMITO;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
31397;4930202;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;Transporte;TRANSPORTE TERRESTRE;49
32490;5612100;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;;ALIMENTAÇÃO;56
33646;8512100;EDUCACAO INFANTIL  PREESCOLA;Serviços de Educação;EDUCAÇÃO;85
33791;8592903;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO;Serviços de Educação;EDUCAÇÃO;85
33656;8599603;IMPRESSAO DE LIVROS, REVISTAS E OUTRAS PUBLICACOES PERIODICAS;Serviços de Educação;EDUCAÇÃO;85
33679;8513900;ENSINO MEDIO;Serviços de Educação;EDUCAÇÃO;85
33003;5611202;PENSOES ALOJAMENTO;;ALIMENTAÇÃO;56
32567;5620102;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;;ALIMENTAÇÃO;56
33154;5611203;DISCOTECAS, DANCETERIAS, SALOES DE DANCA E SIMILARES;;ALIMENTAÇÃO;56
31850;4929901;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Transporte;TRANSPORTE TERRESTRE;49
31989;4922102;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;Transporte;TRANSPORTE TERRESTRE;49
31338;4922102;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERESTADUAL;Transporte;TRANSPORTE TERRESTRE;49
33201;5620101;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;;ALIMENTAÇÃO;56
31923;4930203;FABRICACAO DE ARTIGOS PIROTECNICOS;Transporte;TRANSPORTE TERRESTRE;49
32654;5612100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;;ALIMENTAÇÃO;56
5741;1031700;FABRICACAO DE CONSERVAS DE PALMITO;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
5740;1032501;FABRICACAO DE CONSERVAS DE PALMITO;Bens de Consumo;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10
31945;4921302;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;Transporte;TRANSPORTE TERRESTRE;49
31910;4930201;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;Transporte;TRANSPORTE TERRESTRE;49
